<eng-data t="0.00" f="0.39" m="8125.563" cg="846.345"/>
<eng-data t="0.10" f="158.26" m="8851.144" cg="794.050"/>
<eng-data t="0.19" f="219.53" m="8919.950" cg="784.881"/>
<eng-data t="0.28" f="237.33" m="8876.824" cg="789.300"/>
<eng-data t="0.38" f="252.70" m="8747.515" cg="803.763"/>
<eng-data t="0.47" f="260.58" m="8755.034" cg="801.239"/>
<eng-data t="0.57" f="268.39" m="8755.899" cg="799.402"/>
<eng-data t="0.66" f="279.64" m="8706.406" cg="803.705"/>
<eng-data t="0.76" f="285.08" m="8714.717" cg="800.893"/>
<eng-data t="0.85" f="292.98" m="8711.589" cg="799.514"/>
<eng-data t="0.95" f="289.54" m="8684.829" cg="801.149"/>
<eng-data t="1.04" f="296.78" m="8670.299" cg="801.286"/>
<eng-data t="1.14" f="301.95" m="8659.653" cg="800.946"/>
<eng-data t="1.23" f="302.23" m="8643.037" cg="801.274"/>
<eng-data t="1.33" f="308.18" m="8623.939" cg="802.011"/>
<eng-data t="1.42" f="309.74" m="8608.042" cg="802.179"/>
<eng-data t="1.52" f="311.59" m="8595.742" cg="802.088"/>
<eng-data t="1.61" f="320.34" m="8556.357" cg="805.130"/>
<eng-data t="1.71" f="328.33" m="8549.236" cg="804.466"/>
<eng-data t="1.80" f="332.91" m="8516.182" cg="806.750"/>
<eng-data t="1.90" f="332.78" m="8469.063" cg="810.720"/>
<eng-data t="2.00" f="335.53" m="8457.411" cg="810.533"/>
<eng-data t="2.09" f="337.71" m="8418.313" cg="813.607"/>
<eng-data t="2.18" f="342.78" m="8386.626" cg="815.645"/>
<eng-data t="2.28" f="346.43" m="8358.319" cg="817.235"/>
<eng-data t="2.38" f="347.29" m="8318.286" cg="820.402"/>
<eng-data t="2.47" f="350.43" m="8287.966" cg="822.281"/>
<eng-data t="2.56" f="366.62" m="8269.047" cg="822.939"/>
<eng-data t="2.66" f="376.97" m="8217.720" cg="826.910"/>
<eng-data t="2.75" f="382.14" m="8197.111" cg="827.777"/>
<eng-data t="2.85" f="391.07" m="8156.000" cg="830.673"/>
<eng-data t="2.94" f="400.24" m="8119.456" cg="824.706"/>
<eng-data t="3.04" f="407.60" m="8076.618" cg="827.514"/>
<eng-data t="3.13" f="428.70" m="8046.081" cg="829.223"/>
<eng-data t="3.23" f="436.69" m="7985.582" cg="813.642"/>
<eng-data t="3.32" f="487.82" m="7955.153" cg="815.242"/>
<eng-data t="3.42" f="545.06" m="7914.581" cg="817.673"/>
<eng-data t="3.51" f="595.79" m="7900.303" cg="817.641"/>
<eng-data t="3.61" f="619.00" m="7860.486" cg="820.065"/>
<eng-data t="3.70" f="664.72" m="7922.104" cg="812.866"/>
<eng-data t="3.80" f="656.79" m="7773.479" cg="825.610"/>
<eng-data t="3.89" f="705.52" m="7757.366" cg="825.794"/>
<eng-data t="3.99" f="757.36" m="7746.505" cg="825.426"/>
<eng-data t="4.08" f="796.69" m="7700.753" cg="828.390"/>
<eng-data t="4.18" f="833.69" m="7672.303" cg="829.799"/>
<eng-data t="4.27" f="860.91" m="7621.983" cg="833.199"/>
<eng-data t="4.37" f="908.76" m="7599.359" cg="833.945"/>
<eng-data t="4.46" f="921.79" m="7563.032" cg="836.091"/>
<eng-data t="4.56" f="955.34" m="7518.395" cg="838.940"/>
<eng-data t="4.65" f="978.25" m="7439.551" cg="844.893"/>
<eng-data t="4.75" f="1119.22" m="7492.430" cg="838.465"/>
<eng-data t="4.85" f="1092.50" m="7500.091" cg="836.497"/>
<eng-data t="4.94" f="1120.58" m="7516.891" cg="833.586"/>
<eng-data t="5.03" f="1129.10" m="7282.910" cg="854.167"/>
<eng-data t="5.13" f="1157.97" m="7821.054" cg="802.163"/>
<eng-data t="5.22" f="1175.72" m="6909.119" cg="885.871"/>
<eng-data t="5.32" f="1178.63" m="7536.537" cg="826.463"/>
<eng-data t="5.41" f="1169.55" m="7281.083" cg="849.050"/>
