<eng-data t="0.00" f="0.41" m="8125.563" cg="846.345"/>
<eng-data t="0.09" f="167.06" m="8851.144" cg="794.050"/>
<eng-data t="0.18" f="231.73" m="8919.950" cg="784.881"/>
<eng-data t="0.27" f="250.51" m="8876.824" cg="789.300"/>
<eng-data t="0.36" f="266.74" m="8747.515" cg="803.763"/>
<eng-data t="0.45" f="275.06" m="8755.034" cg="801.239"/>
<eng-data t="0.54" f="283.30" m="8755.899" cg="799.402"/>
<eng-data t="0.63" f="295.17" m="8706.406" cg="803.705"/>
<eng-data t="0.72" f="300.92" m="8714.717" cg="800.893"/>
<eng-data t="0.81" f="309.26" m="8711.589" cg="799.514"/>
<eng-data t="0.90" f="305.63" m="8684.829" cg="801.149"/>
<eng-data t="0.99" f="313.27" m="8670.299" cg="801.286"/>
<eng-data t="1.08" f="318.72" m="8659.653" cg="800.946"/>
<eng-data t="1.17" f="319.02" m="8643.037" cg="801.274"/>
<eng-data t="1.26" f="325.30" m="8623.939" cg="802.011"/>
<eng-data t="1.35" f="326.95" m="8608.042" cg="802.179"/>
<eng-data t="1.44" f="328.90" m="8595.742" cg="802.088"/>
<eng-data t="1.53" f="338.13" m="8556.357" cg="805.130"/>
<eng-data t="1.62" f="346.57" m="8549.236" cg="804.466"/>
<eng-data t="1.71" f="351.41" m="8516.182" cg="806.750"/>
<eng-data t="1.80" f="351.26" m="8469.063" cg="810.720"/>
<eng-data t="1.89" f="354.17" m="8457.411" cg="810.533"/>
<eng-data t="1.98" f="356.47" m="8418.313" cg="813.607"/>
<eng-data t="2.07" f="361.82" m="8386.626" cg="815.645"/>
<eng-data t="2.16" f="365.68" m="8358.319" cg="817.235"/>
<eng-data t="2.25" f="366.58" m="8318.286" cg="820.402"/>
<eng-data t="2.34" f="369.90" m="8287.966" cg="822.281"/>
<eng-data t="2.43" f="386.99" m="8269.047" cg="822.939"/>
<eng-data t="2.52" f="397.91" m="8217.720" cg="826.910"/>
<eng-data t="2.61" f="403.37" m="8197.111" cg="827.777"/>
<eng-data t="2.70" f="412.79" m="8156.000" cg="830.673"/>
<eng-data t="2.79" f="422.48" m="8119.456" cg="824.706"/>
<eng-data t="2.88" f="430.24" m="8076.618" cg="827.514"/>
<eng-data t="2.97" f="452.52" m="8046.081" cg="829.223"/>
<eng-data t="3.06" f="460.95" m="7985.582" cg="813.642"/>
<eng-data t="3.15" f="514.92" m="7955.153" cg="815.242"/>
<eng-data t="3.24" f="575.34" m="7914.581" cg="817.673"/>
<eng-data t="3.33" f="628.89" m="7900.303" cg="817.641"/>
<eng-data t="3.42" f="653.39" m="7860.486" cg="820.065"/>
<eng-data t="3.51" f="701.64" m="7922.104" cg="812.866"/>
<eng-data t="3.60" f="693.28" m="7773.479" cg="825.610"/>
<eng-data t="3.69" f="744.72" m="7757.366" cg="825.794"/>
<eng-data t="3.78" f="799.44" m="7746.505" cg="825.426"/>
<eng-data t="3.87" f="840.95" m="7700.753" cg="828.390"/>
<eng-data t="3.96" f="880.01" m="7672.303" cg="829.799"/>
<eng-data t="4.05" f="908.74" m="7621.983" cg="833.199"/>
<eng-data t="4.14" f="959.24" m="7599.359" cg="833.945"/>
<eng-data t="4.23" f="973.00" m="7563.032" cg="836.091"/>
<eng-data t="4.32" f="1008.41" m="7518.395" cg="838.940"/>
<eng-data t="4.41" f="1032.60" m="7439.551" cg="844.893"/>
<eng-data t="4.50" f="1181.40" m="7492.430" cg="838.465"/>
<eng-data t="4.59" f="1153.19" m="7500.091" cg="836.497"/>
<eng-data t="4.68" f="1182.84" m="7516.891" cg="833.586"/>
<eng-data t="4.77" f="1191.83" m="7282.910" cg="854.167"/>
<eng-data t="4.86" f="1222.30" m="7821.054" cg="802.163"/>
<eng-data t="4.95" f="1241.04" m="6909.119" cg="885.871"/>
<eng-data t="5.04" f="1244.11" m="7536.537" cg="826.463"/>
<eng-data t="5.13" f="1234.53" m="7281.083" cg="849.050"/>
<eng-data t="5.22" f="1334.76" m="7248.066" cg="850.782"/>
<eng-data t="5.31" f="1276.37" m="7313.350" cg="843.480"/>
<eng-data t="5.40" f="1300.50" m="6891.036" cg="881.138"/>
<eng-data t="5.49" f="1290.83" m="7931.995" cg="803.288"/>
<eng-data t="5.58" f="1229.18" m="6859.169" cg="881.491"/>
<eng-data t="5.67" f="1296.37" m="6658.353" cg="898.447"/>
<eng-data t="5.76" f="1273.06" m="7245.557" cg="843.571"/>
<eng-data t="5.85" f="1245.06" m="6784.248" cg="884.605"/>
<eng-data t="5.94" f="1270.99" m="7096.573" cg="854.773"/>
<eng-data t="6.03" f="1269.84" m="6867.448" cg="874.400"/>
<eng-data t="6.12" f="1263.00" m="6878.780" cg="872.093"/>
<eng-data t="6.21" f="1197.32" m="6814.971" cg="876.634"/>
<eng-data t="6.30" f="1229.27" m="6702.388" cg="885.468"/>
<eng-data t="6.39" f="1142.38" m="6612.645" cg="892.247"/>
<eng-data t="6.48" f="1170.44" m="6560.815" cg="895.601"/>
<eng-data t="6.57" f="1189.18" m="6583.333" cg="892.282"/>
<eng-data t="6.66" f="1132.86" m="6490.245" cg="899.282"/>
<eng-data t="6.75" f="1098.80" m="6426.185" cg="903.625"/>
<eng-data t="6.84" f="1075.92" m="6428.992" cg="902.045"/>
<eng-data t="6.93" f="1053.17" m="6360.076" cg="906.814"/>
<eng-data t="7.02" f="1050.53" m="6319.792" cg="908.993"/>
<eng-data t="7.11" f="1041.98" m="6280.946" cg="911.106"/>
<eng-data t="7.20" f="1040.60" m="6232.101" cg="914.073"/>
<eng-data t="7.29" f="1035.87" m="6210.197" cg="914.570"/>
<eng-data t="7.38" f="1018.11" m="6171.819" cg="916.521"/>
<eng-data t="7.47" f="1001.30" m="6148.764" cg="917.142"/>
<eng-data t="7.56" f="998.15" m="6108.732" cg="919.252"/>
<eng-data t="7.65" f="992.19" m="6091.648" cg="919.244"/>
<eng-data t="7.74" f="988.47" m="6055.572" cg="920.961"/>
<eng-data t="7.83" f="977.80" m="6035.754" cg="921.261"/>
<eng-data t="7.92" f="970.23" m="6010.217" cg="922.021"/>
<eng-data t="8.01" f="963.94" m="5981.227" cg="923.159"/>
<eng-data t="8.10" f="962.61" m="5939.289" cg="925.426"/>
<eng-data t="8.19" f="954.57" m="5917.097" cg="925.908"/>
<eng-data t="8.28" f="949.19" m="5889.474" cg="926.913"/>
<eng-data t="8.37" f="943.75" m="5842.499" cg="929.605"/>
<eng-data t="8.46" f="938.53" m="5818.005" cg="930.337"/>
<eng-data t="8.55" f="932.59" m="5777.865" cg="932.437"/>
<eng-data t="8.64" f="926.24" m="5746.321" cg="933.814"/>
<eng-data t="8.73" f="920.95" m="5710.030" cg="935.597"/>
<eng-data t="8.82" f="913.51" m="5674.709" cg="937.349"/>
<eng-data t="8.91" f="905.78" m="5641.798" cg="938.879"/>
<eng-data t="9.00" f="899.84" m="5598.996" cg="941.217"/>
<eng-data t="9.09" f="892.15" m="5565.294" cg="942.735"/>
<eng-data t="9.18" f="888.54" m="5525.693" cg="944.850"/>
<eng-data t="9.27" f="882.69" m="5478.359" cg="947.639"/>
<eng-data t="9.36" f="877.10" m="5428.506" cg="950.557"/>
<eng-data t="9.45" f="872.60" m="5383.366" cg="953.120"/>
<eng-data t="9.54" f="868.18" m="5335.169" cg="955.889"/>
<eng-data t="9.63" f="862.89" m="5292.474" cg="958.178"/>
<eng-data t="9.72" f="858.86" m="5246.507" cg="960.737"/>
<eng-data t="9.81" f="859.74" m="5195.540" cg="963.738"/>
<eng-data t="9.90" f="859.30" m="5151.622" cg="966.178"/>
<eng-data t="9.99" f="861.83" m="5102.633" cg="968.971"/>
<eng-data t="10.08" f="862.29" m="5062.924" cg="970.951"/>
<eng-data t="10.17" f="864.98" m="5027.568" cg="972.628"/>
<eng-data t="10.26" f="865.79" m="4989.478" cg="974.428"/>
<eng-data t="10.35" f="868.45" m="4951.136" cg="976.258"/>
<eng-data t="10.44" f="870.36" m="4905.923" cg="978.643"/>
<eng-data t="10.53" f="871.10" m="4875.567" cg="979.764"/>
<eng-data t="10.62" f="866.60" m="4842.728" cg="981.082"/>
<eng-data t="10.71" f="864.34" m="4805.465" cg="982.752"/>
<eng-data t="10.80" f="862.13" m="4775.936" cg="983.798"/>
<eng-data t="10.89" f="863.31" m="4748.025" cg="984.699"/>
<eng-data t="10.98" f="863.68" m="4721.013" cg="985.569"/>
<eng-data t="11.07" f="860.28" m="4688.067" cg="986.930"/>
<eng-data t="11.16" f="855.71" m="4663.969" cg="987.457"/>
<eng-data t="11.25" f="855.36" m="4623.900" cg="989.373"/>
<eng-data t="11.34" f="852.92" m="4591.637" cg="990.575"/>
<eng-data t="11.43" f="853.20" m="4557.144" cg="991.970"/>
<eng-data t="11.52" f="849.93" m="4529.018" cg="992.846"/>
<eng-data t="11.61" f="845.23" m="4506.862" cg="993.261"/>
<eng-data t="11.70" f="843.92" m="4474.311" cg="994.545"/>
<eng-data t="11.79" f="840.65" m="4465.068" cg="993.865"/>
<eng-data t="11.88" f="840.44" m="4433.848" cg="994.936"/>
<eng-data t="11.97" f="838.92" m="4406.764" cg="995.712"/>
<eng-data t="12.06" f="836.68" m="4388.566" cg="995.766"/>
<eng-data t="12.15" f="832.11" m="4358.712" cg="996.770"/>
<eng-data t="12.24" f="830.46" m="4332.096" cg="997.595"/>
<eng-data t="12.33" f="821.67" m="4290.589" cg="999.564"/>
<eng-data t="12.42" f="823.14" m="4264.081" cg="1000.332"/>
<eng-data t="12.51" f="823.79" m="4234.875" cg="1001.304"/>
<eng-data t="12.60" f="820.43" m="4202.684" cg="1002.504"/>
<eng-data t="12.69" f="815.85" m="4162.579" cg="1004.357"/>
<eng-data t="12.78" f="810.97" m="4124.921" cg="1006.101"/>
<eng-data t="12.87" f="805.27" m="4084.709" cg="1007.977"/>
<eng-data t="12.96" f="803.31" m="4051.331" cg="1009.362"/>
<eng-data t="13.05" f="802.15" m="4003.205" cg="1011.784"/>
<eng-data t="13.14" f="798.54" m="3967.057" cg="1013.363"/>
<eng-data t="13.23" f="795.77" m="3932.492" cg="1014.734"/>
<eng-data t="13.32" f="790.35" m="3901.811" cg="1015.819"/>
<eng-data t="13.41" f="786.71" m="3861.275" cg="1017.683"/>
<eng-data t="13.50" f="785.84" m="3825.919" cg="1019.102"/>
<eng-data t="13.59" f="782.32" m="3783.008" cg="1021.102"/>
<eng-data t="13.68" f="780.66" m="3755.745" cg="1021.835"/>
<eng-data t="13.77" f="775.78" m="3712.368" cg="1023.848"/>
<eng-data t="13.86" f="769.49" m="3676.687" cg="1025.235"/>
<eng-data t="13.95" f="765.88" m="3642.302" cg="1026.464"/>
<eng-data t="14.04" f="767.28" m="3615.722" cg="1027.148"/>
<eng-data t="14.13" f="765.25" m="3584.214" cg="1028.240"/>
<eng-data t="14.22" f="760.38" m="3558.498" cg="1028.818"/>
<eng-data t="14.31" f="759.81" m="3534.256" cg="1029.242"/>
<eng-data t="14.40" f="756.83" m="3521.056" cg="1028.782"/>
<eng-data t="14.49" f="751.93" m="3493.757" cg="1029.396"/>
<eng-data t="14.58" f="752.25" m="3473.652" cg="1029.462"/>
<eng-data t="14.67" f="749.44" m="3452.575" cg="1029.716"/>
<eng-data t="14.76" f="742.57" m="3427.254" cg="1030.193"/>
<eng-data t="14.85" f="742.25" m="3406.321" cg="1030.315"/>
<eng-data t="14.94" f="739.95" m="3390.352" cg="1030.094"/>
<eng-data t="15.03" f="738.92" m="3369.815" cg="1030.132"/>
<eng-data t="15.12" f="738.02" m="3356.256" cg="1029.684"/>
<eng-data t="15.21" f="735.51" m="3324.821" cg="1030.715"/>
<eng-data t="15.30" f="731.79" m="3293.205" cg="1031.727"/>
<eng-data t="15.39" f="726.61" m="3266.121" cg="1032.248"/>
<eng-data t="15.48" f="727.11" m="3241.484" cg="1032.689"/>
<eng-data t="15.57" f="722.84" m="3222.925" cg="1032.601"/>
<eng-data t="15.66" f="720.30" m="3204.402" cg="1032.561"/>
<eng-data t="15.75" f="716.54" m="3183.541" cg="1032.581"/>
<eng-data t="15.84" f="713.86" m="3146.063" cg="1034.036"/>
<eng-data t="15.93" f="713.82" m="3121.641" cg="1034.439"/>
<eng-data t="16.02" f="707.97" m="3094.486" cg="1034.997"/>
<eng-data t="16.11" f="704.72" m="3068.193" cg="1035.581"/>
<eng-data t="16.20" f="704.35" m="3038.088" cg="1036.407"/>
<eng-data t="16.29" f="702.17" m="3035.572" cg="1035.321"/>
<eng-data t="16.38" f="695.45" m="3007.625" cg="1035.984"/>
<eng-data t="16.47" f="692.29" m="2969.104" cg="1037.392"/>
<eng-data t="16.56" f="689.71" m="2923.100" cg="1039.487"/>
<eng-data t="16.65" f="689.60" m="2890.369" cg="1040.497"/>
<eng-data t="16.74" f="688.94" m="2870.228" cg="1040.553"/>
<eng-data t="16.83" f="682.72" m="2832.857" cg="1041.895"/>
<eng-data t="16.92" f="679.42" m="2802.249" cg="1042.769"/>
<eng-data t="17.01" f="677.96" m="2784.553" cg="1042.786"/>
<eng-data t="17.10" f="677.33" m="2763.620" cg="1042.954"/>
<eng-data t="17.19" f="673.68" m="2745.457" cg="1042.870"/>
<eng-data t="17.28" f="673.52" m="2725.568" cg="1042.899"/>
<eng-data t="17.37" f="672.57" m="2717.404" cg="1042.053"/>
<eng-data t="17.46" f="670.52" m="2705.572" cg="1041.479"/>
<eng-data t="17.55" f="666.47" m="2688.272" cg="1041.259"/>
<eng-data t="17.64" f="662.61" m="2675.288" cg="1040.673"/>
<eng-data t="17.73" f="665.47" m="2673.455" cg="1039.352"/>
<eng-data t="17.82" f="666.31" m="2657.307" cg="1039.031"/>
<eng-data t="17.91" f="664.48" m="2635.187" cg="1039.102"/>
<eng-data t="18.00" f="655.87" m="2637.418" cg="1037.483"/>
<eng-data t="18.09" f="654.83" m="2617.097" cg="1037.446"/>
